number,value,datetime_start,datetime_complete,duration,params_dt_criterion,params_dt_max_depth,params_dt_min_samples_leaf,params_dt_min_samples_split,params_dt_splitter,params_feature_selector,params_hgb_learning_rate,params_hgb_max_bins,params_hgb_max_depth,params_hgb_max_iter,params_lasso_alpha,params_lgb_feature_fraction,params_lgb_learning_rate,params_lgb_max_depth,params_lgb_n_estimators,params_lgb_num_leaves,params_model,params_rf_bootstrap,params_rf_criterion,params_rf_max_depth,params_rf_min_samples_leaf,params_rf_min_samples_split,params_rf_n_estimators,params_scaler,params_xgb_alpha,params_xgb_booster,params_xgb_lambda,params_xgb_learning_rate,params_xgb_max_depth,params_xgb_n_estimators,user_attrs_MAE,user_attrs_MSE,user_attrs_R2,user_attrs_error,state
205,86.27391655270574,2025-05-04 05:05:22.077725,2025-05-04 05:05:26.882212,0 days 00:00:04.804487,,,,,,none,,,,,,0.7908855166462128,0.300671072372464,8.0,176.0,110.0,LightGBM,,,,,,,standard,,,,,,,22.59491011118826,7443.188677343233,0.8804028434276338,,COMPLETE
206,89.36635792027852,2025-05-04 05:05:22.592932,2025-05-04 05:05:37.942375,0 days 00:00:15.349443,,,,,,none,,,,,,0.7928532271825822,0.2932851160235425,8.0,615.0,111.0,LightGBM,,,,,,,standard,,,,,,,22.259114316847644,7986.3459279353265,0.8716753926590923,,COMPLETE
207,82.79781699811926,2025-05-04 05:05:23.482499,2025-05-04 05:05:43.962439,0 days 00:00:20.479940,,,,,,none,,,,,,0.8060760484288533,0.29778768184552995,7.0,921.0,117.0,LightGBM,,,,,,,standard,,,,,,,20.82852087125371,6855.478499654046,0.8898461706341874,,COMPLETE
208,86.76331707871597,2025-05-04 05:05:24.752264,2025-05-04 05:05:53.775293,0 days 00:00:29.023029,,,,,,none,,,,,,0.5114357979723997,0.30495252829411124,8.0,909.0,111.0,LightGBM,,,,,,,standard,,,,,,,22.729198220175228,7527.873190501806,0.8790421326599074,,COMPLETE
209,84.62340335875928,2025-05-04 05:05:25.153041,2025-05-04 05:05:39.755003,0 days 00:00:14.601962,,,,,,none,,,,,,0.5123815009734379,0.2910021891106695,7.0,566.0,112.0,LightGBM,,,,,,,standard,,,,,,,22.711089908582135,7161.12039601927,0.8849351166062362,,COMPLETE
210,92.46045477397575,2025-05-04 05:05:26.004126,2025-05-04 05:05:36.592893,0 days 00:00:10.588767,,,,,,none,,,,,,0.7931669748684741,0.30348805815852825,7.0,492.0,114.0,LightGBM,,,,,,,standard,,,,,,,22.178089136069993,8548.935697010416,0.8626357001812037,,COMPLETE
211,85.15826344832163,2025-05-04 05:05:26.122194,2025-05-04 05:05:49.954625,0 days 00:00:23.832431,,,,,,none,,,,,,0.5031254282923905,0.3012056568305846,7.0,904.0,138.0,LightGBM,,,,,,,standard,,,,,,,22.43786210123331,7251.9298335337535,0.8834759905532145,,COMPLETE
212,,2025-05-04 05:05:26.507713,2025-05-04 05:05:26.551667,0 days 00:00:00.043954,,,,,,none,,,,,,,,,,,RandomForest,True,mae,22.0,14.0,5.0,189.0,standard,,,,,,,,,,"The 'criterion' parameter of RandomForestRegressor must be a str among {'friedman_mse', 'absolute_error', 'poisson', 'squared_error'}. Got 'mae' instead.",PRUNED
213,81.27509556247175,2025-05-04 05:05:26.555019,2025-05-04 05:05:40.128035,0 days 00:00:13.573016,,,,,,none,,,,,,0.5128859911601051,0.4191497438979671,7.0,517.0,112.0,LightGBM,,,,,,,standard,,,,,,,23.48684647960063,6605.641158688914,0.893860557059186,,COMPLETE
214,81.87356138116046,2025-05-04 05:05:26.885919,2025-05-04 05:05:51.581032,0 days 00:00:24.695113,,,,,,none,,,,,,0.5188510544621154,0.41759965111246594,7.0,911.0,114.0,LightGBM,,,,,,,standard,,,,,,,23.201012172828463,6703.280053234648,0.8922916952897559,,COMPLETE
215,81.15903611316757,2025-05-04 05:05:27.134227,2025-05-04 05:05:49.446567,0 days 00:00:22.312340,,,,,,none,,,,,,0.5107585773968294,0.17862479214020668,7.0,909.0,115.0,LightGBM,,,,,,,standard,,,,,,,21.833973933008338,6586.789142818439,0.8941634712524845,,COMPLETE
216,83.60292561846418,2025-05-04 05:05:27.389693,2025-05-04 05:06:04.277244,0 days 00:00:36.887551,,,,,,none,,,,,,0.5107739407188497,0.1813645026320494,15.0,506.0,137.0,LightGBM,,,,,,,standard,,,,,,,22.17584029123929,6989.449171966455,0.8876935298551857,,COMPLETE
217,82.15144672933164,2025-05-04 05:05:27.697028,2025-05-04 05:05:51.755506,0 days 00:00:24.058478,,,,,,none,,,,,,0.5055990077884136,0.42711191122420866,7.0,899.0,138.0,LightGBM,,,,,,,standard,,,,,,,23.200539671728485,6748.860199722214,0.8915593134904528,,COMPLETE
218,95.57887806567874,2025-05-04 05:05:27.818278,2025-05-04 05:06:01.202543,0 days 00:00:33.384265,,,,,,none,,,,,,0.5076704808087414,0.79379049035247,7.0,935.0,137.0,LightGBM,,,,,,,standard,,,,,,,28.151248368157322,9135.321932293884,0.8532136460813862,,COMPLETE
219,82.21815181432893,2025-05-04 05:05:28.258438,2025-05-04 05:05:38.553707,0 days 00:00:10.295269,,,,,,none,,,,,,0.5009268258828066,0.40996169851200204,7.0,416.0,117.0,LightGBM,,,,,,,standard,,,,,,,23.36122643289409,6759.824487764041,0.8913831393088639,,COMPLETE
220,86.33654482168325,2025-05-04 05:05:28.643354,2025-05-04 05:05:32.862537,0 days 00:00:04.219183,,,,,,none,,,,,,0.47732574934309774,0.40292411350641405,4.0,412.0,117.0,LightGBM,,,,,,,standard,,,,,,,24.358926136649043,7453.99897174652,0.8802291436158476,,COMPLETE
221,92.1188018586114,2025-05-04 05:05:28.723379,2025-05-04 05:06:18.926470,0 days 00:00:50.203091,,,,,,none,,,,,,0.500865858761768,0.4218959013144486,11.0,909.0,116.0,LightGBM,,,,,,,standard,,,,,,,25.047212735679004,8485.873655866108,0.8636489810659764,,COMPLETE
222,88.4341979478352,2025-05-04 05:05:30.532126,2025-05-04 05:06:25.710353,0 days 00:00:55.178227,,,,,,none,,,,,,0.4696585421295302,0.4209620751748179,12.0,895.0,122.0,LightGBM,,,,,,,standard,,,,,,,24.74062577684045,7820.607366676901,0.8743384798815403,,COMPLETE
223,87.50407733553529,2025-05-04 05:05:30.664797,2025-05-04 05:05:40.422758,0 days 00:00:09.757961,,,,,,none,,,,,,0.46504312711947715,0.42892891022847235,4.0,936.0,115.0,LightGBM,,,,,,,standard,,,,,,,23.67308830678273,7656.96355034334,0.876967908742281,,COMPLETE
224,100.54000805051028,2025-05-04 05:05:30.835256,2025-05-04 05:05:37.735609,0 days 00:00:06.900353,,,,,,none,,,,,,0.4791319774698221,0.8649923042867135,4.0,635.0,116.0,LightGBM,,,,,,,standard,,,,,,,27.663038571127554,10108.293218796673,0.8375799433315823,,COMPLETE
225,90.08028767309933,2025-05-04 05:05:31.644182,2025-05-04 05:05:35.718227,0 days 00:00:04.074045,,,,,,none,,,,,,0.5054398705028637,0.4227246370018763,4.0,408.0,116.0,LightGBM,,,,,,,standard,,,,,,,24.52966169621132,8114.458227268333,0.8696168842178358,,COMPLETE
226,80.0584023981845,2025-05-04 05:05:31.791411,2025-05-04 05:05:41.265030,0 days 00:00:09.473619,,,,,,none,,,,,,0.510148844550047,0.25487047591177553,4.0,908.0,116.0,LightGBM,,,,,,,standard,,,,,,,22.223576953941187,6409.347794549633,0.897014598858038,,COMPLETE
227,84.17398829326208,2025-05-04 05:05:32.127212,2025-05-04 05:05:41.519943,0 days 00:00:09.392731,,,,,,none,,,,,,0.5113647159410787,0.4039477455443991,4.0,907.0,116.0,LightGBM,,,,,,,standard,,,,,,,23.22631462359861,7085.2603051942215,0.8861540365548349,,COMPLETE
228,78.71851469761378,2025-05-04 05:05:32.301768,2025-05-04 05:05:41.276606,0 days 00:00:08.974838,,,,,,none,,,,,,0.520614845348891,0.25450394072635635,4.0,900.0,116.0,LightGBM,,,,,,,standard,,,,,,,22.20805506161784,6196.604556198437,0.9004329572377266,,COMPLETE
229,80.44493856385985,2025-05-04 05:05:32.848978,2025-05-04 05:05:43.150234,0 days 00:00:10.301256,,,,,,none,,,,,,0.8156576535979145,0.41115387975247536,4.0,894.0,117.0,LightGBM,,,,,,,standard,,,,,,,21.559759256248824,6471.388140543187,0.8960177345710718,,COMPLETE
230,80.76470193484066,2025-05-04 05:05:32.874960,2025-05-04 05:05:41.961085,0 days 00:00:09.086125,,,,,,none,,,,,,0.8026059731656973,0.24635132368505874,4.0,898.0,117.0,LightGBM,,,,,,,standard,,,,,,,21.509399168090376,6522.937078623654,0.8951894462277283,,COMPLETE
231,78.94608831503595,2025-05-04 05:05:33.349156,2025-05-04 05:05:43.422811,0 days 00:00:10.073655,,,,,,none,,,,,,0.5157042475048134,0.2520624834675177,4.0,977.0,124.0,LightGBM,,,,,,,standard,,,,,,,22.133523603043344,6232.484860245456,0.8998564325079375,,COMPLETE
232,96.4284579201248,2025-05-04 05:05:34.073260,2025-05-04 05:05:49.131868,0 days 00:00:15.058608,,,,,,none,,,,,,0.5209300972223216,0.7920250612405108,5.0,894.0,124.0,LightGBM,,,,,,,standard,,,,,,,26.541679251745936,9298.44749685328,0.8505925444902158,,COMPLETE
233,88.76947364089693,2025-05-04 05:05:34.201649,2025-05-04 05:05:45.145622,0 days 00:00:10.943973,,,,,,none,,,,,,0.5095035422286631,0.8372551816049598,4.0,973.0,124.0,LightGBM,,,,,,,standard,,,,,,,25.954076932520945,7880.019450481896,0.8733838465117394,,COMPLETE
234,83.3570621155416,2025-05-04 05:05:34.255378,2025-05-04 05:05:43.770264,0 days 00:00:09.514886,,,,,,none,,,,,,0.5113813491589416,0.4001391561057041,4.0,973.0,125.0,LightGBM,,,,,,,standard,,,,,,,23.23392209787148,6948.3998045342605,0.8883531110960763,,COMPLETE
235,80.934055999318,2025-05-04 05:05:34.502285,2025-05-04 05:05:48.040175,0 days 00:00:13.537890,,,,,,none,,,,,,0.8139857503066105,0.2547732955348401,5.0,974.0,124.0,LightGBM,,,,,,,standard,,,,,,,20.885137586586485,6550.321420500743,0.8947494346191184,,COMPLETE
236,94.99041402324053,2025-05-04 05:05:35.172308,2025-05-04 05:05:46.223615,0 days 00:00:11.051307,,,,,,none,,,,,,0.7834465013825107,0.828061848380245,4.0,980.0,123.0,LightGBM,,,,,,,standard,,,,,,,25.400303426532258,9023.178756306652,0.8550155626467815,,COMPLETE
237,79.403098709502,2025-05-04 05:05:35.429929,2025-05-04 05:05:49.500510,0 days 00:00:14.070581,,,,,,none,,,,,,0.5159781048381467,0.2532564449807151,5.0,976.0,123.0,LightGBM,,,,,,,standard,,,,,,,21.676188653921436,6304.852084670919,0.898693635937072,,COMPLETE
238,79.91919256828153,2025-05-04 05:05:35.721344,2025-05-04 05:05:49.853362,0 days 00:00:14.132018,,,,,,none,,,,,,0.5153660561592744,0.24822882976922084,5.0,981.0,124.0,LightGBM,,,,,,,standard,,,,,,,22.039133959394636,6387.077340766066,0.8973724405121396,,COMPLETE
239,101.37459329141976,2025-05-04 05:05:36.596268,2025-05-04 05:05:52.695153,0 days 00:00:16.098885,,,,,,none,,,,,,0.624588690313586,0.9109356782831438,5.0,971.0,123.0,LightGBM,,,,,,,standard,,,,,,,28.347766424476237,10276.808165000766,0.8348722451554897,,COMPLETE
240,84.29049181006691,2025-05-04 05:05:37.175831,2025-05-04 05:05:51.742283,0 days 00:00:14.566452,,,,,,none,,,,,,0.5178561717857064,0.3173835289228831,5.0,979.0,122.0,LightGBM,,,,,,,standard,,,,,,,22.599820411354575,7104.887009582957,0.8858386746663308,,COMPLETE
241,,2025-05-04 05:05:37.738974,2025-05-04 05:05:37.774965,0 days 00:00:00.035991,mae,24.0,35.0,9.0,random,none,,,,,,,,,,,DecisionTree,,,,,,,standard,,,,,,,,,,"The 'criterion' parameter of DecisionTreeRegressor must be a str among {'friedman_mse', 'absolute_error', 'poisson', 'squared_error'}. Got 'mae' instead.",PRUNED
242,78.79263774415514,2025-05-04 05:05:37.777317,2025-05-04 05:05:52.177313,0 days 00:00:14.399996,,,,,,none,,,,,,0.6162757265757294,0.31627719311055796,5.0,979.0,125.0,LightGBM,,,,,,,standard,,,,,,,21.406981665202423,6208.279762681661,0.900245360018535,,COMPLETE
243,81.70331028150586,2025-05-04 05:05:37.947086,2025-05-04 05:05:51.184189,0 days 00:00:13.237103,,,,,,none,,,,,,0.5151027538373345,0.19099992532015164,5.0,967.0,124.0,LightGBM,,,,,,,standard,,,,,,,21.590407253756865,6675.430910956021,0.8927391753112743,,COMPLETE
244,83.98140318519071,2025-05-04 05:05:38.557552,2025-05-04 05:06:41.803034,0 days 00:01:03.245482,,,,,,none,,,,,,0.5113854348139403,0.2494431324281773,14.0,970.0,124.0,LightGBM,,,,,,,standard,,,,,,,22.87019191315263,7052.876080953561,0.8866743862738705,,COMPLETE
245,84.94368641979783,2025-05-04 05:05:38.574367,2025-05-04 05:05:53.057838,0 days 00:00:14.483471,,,,,,none,,,,,,0.5080174821530714,0.40451935268152583,5.0,973.0,122.0,LightGBM,,,,,,,standard,,,,,,,23.06595730901961,7215.429862584946,0.884062472090857,,COMPLETE
246,79.71340124712826,2025-05-04 05:05:39.235240,2025-05-04 05:05:53.427612,0 days 00:00:14.192372,,,,,,none,,,,,,0.5166370565951633,0.24818385189517106,5.0,975.0,124.0,LightGBM,,,,,,,standard,,,,,,,22.04334032588862,6354.22633838567,0.8979002904223813,,COMPLETE
247,78.15297529088245,2025-05-04 05:05:39.759494,2025-05-04 05:05:54.036652,0 days 00:00:14.277158,,,,,,none,,,,,,0.6152351143458159,0.25028124129727486,5.0,970.0,124.0,LightGBM,,,,,,,standard,,,,,,,20.92285578131197,6107.887546817283,0.9018584621552478,,COMPLETE
248,77.57837453662918,2025-05-04 05:05:40.131738,2025-05-04 05:05:54.302483,0 days 00:00:14.170745,,,,,,none,,,,,,0.5213836034369136,0.25437822896134477,5.0,974.0,135.0,LightGBM,,,,,,,standard,,,,,,,21.54636059484936,6018.404195745515,0.9032962806511468,,COMPLETE
249,77.55823919533553,2025-05-04 05:05:40.425944,2025-05-04 05:05:55.346355,0 days 00:00:14.920411,,,,,,none,,,,,,0.5216641018493995,0.3953367024594915,5.0,982.0,126.0,LightGBM,,,,,,,standard,,,,,,,22.27012761433238,6015.28046708088,0.9033464727237098,,COMPLETE
250,79.02969316506429,2025-05-04 05:05:41.273152,2025-05-04 05:05:55.500213,0 days 00:00:14.227061,,,,,,none,,,,,,0.5198514567399289,0.24644175539061763,5.0,998.0,125.0,LightGBM,,,,,,,standard,,,,,,,21.88748746809982,6245.692401764209,0.8996442137292087,,COMPLETE
251,80.53312245786638,2025-05-04 05:05:41.279204,2025-05-04 05:05:55.147879,0 days 00:00:13.868675,,,,,,none,,,,,,0.5195436017081051,0.255079008573533,5.0,968.0,125.0,LightGBM,,,,,,,standard,,,,,,,21.54005469911423,6485.583812813704,0.8957896385073034,,COMPLETE
252,,2025-05-04 05:05:41.525319,2025-05-04 05:05:41.589011,0 days 00:00:00.063692,,,,,,lasso,,,,,0.1213944329412465,0.5190053389643785,0.2485461881244013,14.0,967.0,124.0,LightGBM,,,,,,,standard,,,,,,,,,,"Input X contains NaN.
Lasso does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",PRUNED
253,,2025-05-04 05:05:41.590878,2025-05-04 05:05:41.627960,0 days 00:00:00.037082,,,,,,none,,,,,,,,,,,RandomForest,True,mse,9.0,28.0,10.0,10.0,standard,,,,,,,,,,"The 'criterion' parameter of RandomForestRegressor must be a str among {'friedman_mse', 'absolute_error', 'poisson', 'squared_error'}. Got 'mse' instead.",PRUNED
254,79.72303420635858,2025-05-04 05:05:41.631667,2025-05-04 05:05:57.572281,0 days 00:00:15.940614,,,,,,none,,,,,,0.6202877151962776,0.25102351172754817,5.0,981.0,126.0,LightGBM,,,,,,,standard,,,,,,,21.76534335106896,6355.762183068219,0.8978756124698354,,COMPLETE
255,78.7926505978644,2025-05-04 05:05:41.967297,2025-05-04 05:05:58.349445,0 days 00:00:16.382148,,,,,,none,,,,,,0.6172360257450376,0.24961545452975356,5.0,977.0,123.0,LightGBM,,,,,,,standard,,,,,,,21.494897025760515,6208.28178823714,0.9002453274719093,,COMPLETE
256,79.5653033840054,2025-05-04 05:05:43.153953,2025-05-04 05:05:57.345311,0 days 00:00:14.191358,,,,,,none,,,,,,0.7326989680002967,0.25281340344735886,5.0,981.0,135.0,LightGBM,,,,,,,standard,,,,,,,20.610040369512905,6330.637502588823,0.8982793158388326,,COMPLETE
257,83.84469864086734,2025-05-04 05:05:43.425817,2025-05-04 05:05:57.278166,0 days 00:00:13.852349,,,,,,none,,,,,,0.8322743166452592,0.25810595207904685,5.0,978.0,124.0,LightGBM,,,,,,,standard,,,,,,,20.93522555702957,7029.93349017786,0.8870430278252435,,COMPLETE
258,81.46373497493589,2025-05-04 05:05:43.774078,2025-05-04 05:05:56.628726,0 days 00:00:12.854648,,,,,,none,,,,,,0.8332098098495675,0.2562633609830503,5.0,888.0,123.0,LightGBM,,,,,,,standard,,,,,,,20.923541818491678,6636.3401160665935,0.8933672862083096,,COMPLETE
259,80.18402460472421,2025-05-04 05:05:43.965694,2025-05-04 05:05:58.261767,0 days 00:00:14.296073,,,,,,none,,,,,,0.8119973711915552,0.2497969685411362,5.0,886.0,135.0,LightGBM,,,,,,,standard,,,,,,,20.93305087079944,6429.477801811018,0.896691149898915,,COMPLETE
260,79.25517669101099,2025-05-04 05:05:45.148845,2025-05-04 05:05:57.792920,0 days 00:00:12.644075,,,,,,none,,,,,,0.6844158259812484,0.24700180548696288,5.0,891.0,136.0,LightGBM,,,,,,,standard,,,,,,,20.654633715025827,6281.383032323372,0.8990707366730453,,COMPLETE
261,78.90403911637001,2025-05-04 05:05:46.229989,2025-05-04 05:05:58.955696,0 days 00:00:12.725707,,,,,,none,,,,,,0.8217415017411319,0.25073795020562856,5.0,889.0,132.0,LightGBM,,,,,,,standard,,,,,,,20.760405654365925,6225.847388877649,0.8999630833986823,,COMPLETE
262,82.1042953698365,2025-05-04 05:05:47.002202,2025-05-04 05:06:00.154378,0 days 00:00:13.152176,,,,,,none,,,,,,0.7164092987087062,0.24595408013589892,5.0,950.0,134.0,LightGBM,,,,,,,standard,,,,,,,21.48809942430643,6741.115318177356,0.8916837582480571,,COMPLETE
263,78.37605965179398,2025-05-04 05:05:48.043205,2025-05-04 05:06:04.379036,0 days 00:00:16.335831,,,,,,none,,,,,,0.8171721268133076,0.2539717378306919,5.0,999.0,133.0,LightGBM,,,,,,,standard,,,,,,,20.58966546494241,6142.806726541568,0.901297380771193,,COMPLETE
264,79.87969587209477,2025-05-04 05:05:49.135784,2025-05-04 05:06:04.970702,0 days 00:00:15.834918,,,,,,none,,,,,,0.6848713894960995,0.25784609238134165,5.0,1000.0,136.0,LightGBM,,,,,,,standard,,,,,,,20.993783943243788,6380.765812618354,0.8974738541471843,,COMPLETE
265,81.29941550308651,2025-05-04 05:05:49.449362,2025-05-04 05:06:02.998130,0 days 00:00:13.548768,,,,,,none,,,,,,0.8121404848915112,0.25451975629724766,5.0,1000.0,136.0,LightGBM,,,,,,,standard,,,,,,,21.113785910025427,6609.594961143502,0.8937970273608651,,COMPLETE
266,80.55025047005223,2025-05-04 05:05:49.503184,2025-05-04 05:06:02.798487,0 days 00:00:13.295303,,,,,,none,,,,,,0.8224280996675206,0.24619195037960284,5.0,948.0,135.0,LightGBM,,,,,,,standard,,,,,,,20.67022665585203,6488.342850788151,0.8957453062847947,,COMPLETE
267,81.4811011135993,2025-05-04 05:05:49.859349,2025-05-04 05:06:03.065612,0 days 00:00:13.206263,,,,,,none,,,,,,0.8123465806091581,0.24298374966087916,5.0,994.0,136.0,LightGBM,,,,,,,standard,,,,,,,20.990860182751973,6639.169838684593,0.8933218182249396,,COMPLETE
268,78.9647803570868,2025-05-04 05:05:49.958981,2025-05-04 05:06:03.562074,0 days 00:00:13.603093,,,,,,none,,,,,,0.5197422995390513,0.24846179485183312,5.0,953.0,135.0,LightGBM,,,,,,,standard,,,,,,,21.80758789301544,6235.436536842961,0.89980900496801,,COMPLETE
269,82.36607948864871,2025-05-04 05:05:51.188607,2025-05-04 05:06:05.314050,0 days 00:00:14.125443,,,,,,none,,,,,,0.5248409854639732,0.16622260706188322,5.0,1000.0,134.0,LightGBM,,,,,,,standard,,,,,,,21.603959717194677,6784.171050330398,0.8909919387385881,,COMPLETE
270,83.55262996394387,2025-05-04 05:05:51.583716,2025-05-04 05:06:06.232000,0 days 00:00:14.648284,,,,,,none,,,,,,0.8274964500096502,0.25087621879459604,5.0,941.0,135.0,LightGBM,,,,,,,standard,,,,,,,20.952093891393478,6981.041973891732,0.8878286167148723,,COMPLETE
271,80.29196800064334,2025-05-04 05:05:51.748689,2025-05-04 05:06:04.101369,0 days 00:00:12.352680,,,,,,none,,,,,,0.8197762715820639,0.18822433483017884,5.0,952.0,134.0,LightGBM,,,,,,,standard,,,,,,,20.84751266796587,6446.800125416335,0.896412814801119,,COMPLETE
272,78.0730970241535,2025-05-04 05:05:51.759730,2025-05-04 05:06:04.422660,0 days 00:00:12.662930,,,,,,none,,,,,,0.8891027576960684,0.24972389860908048,5.0,945.0,133.0,LightGBM,,,,,,,standard,,,,,,,20.83249328326557,6095.408478942885,0.9020589758193706,,COMPLETE
273,82.13988007292252,2025-05-04 05:05:52.183718,2025-05-04 05:06:04.625285,0 days 00:00:12.441567,,,,,,none,,,,,,0.7409448054988392,0.24421643683376332,5.0,952.0,134.0,LightGBM,,,,,,,standard,,,,,,,21.273514507851196,6746.959898394094,0.8915898475324241,,COMPLETE
274,81.07661488741981,2025-05-04 05:05:52.699581,2025-05-04 05:06:07.741441,0 days 00:00:15.041860,,,,,,none,,,,,,0.8205286902569914,0.24829658128976007,5.0,942.0,133.0,LightGBM,,,,,,,standard,,,,,,,20.82498173660124,6573.417481602984,0.89437832710652,,COMPLETE
275,81.71778912332871,2025-05-04 05:05:53.061685,2025-05-04 05:06:07.019155,0 days 00:00:13.957470,,,,,,none,,,,,,0.8056577867771718,0.24937665404729184,5.0,994.0,133.0,LightGBM,,,,,,,standard,,,,,,,20.792660535302314,6677.79705920482,0.892701156040925,,COMPLETE
276,78.21142709547848,2025-05-04 05:05:53.430794,2025-05-04 05:06:06.148047,0 days 00:00:12.717253,,,,,,none,,,,,,0.8237312201682969,0.25686378417275746,5.0,946.0,130.0,LightGBM,,,,,,,standard,,,,,,,20.57741481618306,6117.0273283113465,0.9017116041450901,,COMPLETE
277,80.04003506124218,2025-05-04 05:05:53.779997,2025-05-04 05:06:06.779966,0 days 00:00:12.999969,,,,,,none,,,,,,0.8204935287966854,0.2544172542241746,5.0,950.0,133.0,LightGBM,,,,,,,standard,,,,,,,20.90754656866104,6406.407212604878,0.8970618481290837,,COMPLETE
278,78.83745059568771,2025-05-04 05:05:54.039103,2025-05-04 05:06:07.354920,0 days 00:00:13.315817,,,,,,none,,,,,,0.8303391294459457,0.2476485420626476,5.0,997.0,104.0,LightGBM,,,,,,,standard,,,,,,,20.871065500783825,6215.343616427501,0.9001318580156881,,COMPLETE
279,83.61344129298192,2025-05-04 05:05:54.306017,2025-05-04 05:06:07.591201,0 days 00:00:13.285184,,,,,,none,,,,,,0.8291609069390323,0.25098494339560967,5.0,946.0,131.0,LightGBM,,,,,,,standard,,,,,,,20.86475410051719,6991.207564854934,0.8876652759980399,,COMPLETE
280,84.05241128979948,2025-05-04 05:05:55.153093,2025-05-04 05:06:09.123360,0 days 00:00:13.970267,,,,,,none,,,,,,0.8275918869964384,0.2507981490727178,5.0,1000.0,132.0,LightGBM,,,,,,,standard,,,,,,,20.86381384706846,7064.807843629611,0.8864826667097413,,COMPLETE
281,82.06053648124045,2025-05-04 05:05:55.349874,2025-05-04 05:06:08.286022,0 days 00:00:12.936148,,,,,,none,,,,,,0.7294410422180698,0.2556622717657179,5.0,949.0,133.0,LightGBM,,,,,,,standard,,,,,,,21.243186371936673,6733.9316475889955,0.8917991854679441,,COMPLETE
282,80.94224726690527,2025-05-04 05:05:55.503490,2025-05-04 05:06:11.238770,0 days 00:00:15.735280,,,,,,none,,,,,,0.7149041396276442,0.24971812621957004,5.0,998.0,134.0,LightGBM,,,,,,,standard,,,,,,,20.71804223378917,6551.647392616833,0.8947281288989959,,COMPLETE
283,,2025-05-04 05:05:56.632434,2025-05-04 05:05:56.676331,0 days 00:00:00.043897,mae,21.0,34.0,2.0,random,none,,,,,,,,,,,DecisionTree,,,,,,,standard,,,,,,,,,,"The 'criterion' parameter of DecisionTreeRegressor must be a str among {'friedman_mse', 'absolute_error', 'poisson', 'squared_error'}. Got 'mae' instead.",PRUNED
284,77.81770639335139,2025-05-04 05:05:56.679025,2025-05-04 05:06:10.381370,0 days 00:00:13.702345,,,,,,none,,,,,,0.7321515656816686,0.2524538699075302,5.0,997.0,134.0,LightGBM,,,,,,,standard,,,,,,,20.912077487850244,6055.595428321842,0.9026986919215892,,COMPLETE
285,81.29175666773735,2025-05-04 05:05:57.286839,2025-05-04 05:06:10.712270,0 days 00:00:13.425431,,,,,,none,,,,,,0.8131984950682326,0.2502820527134003,5.0,944.0,134.0,LightGBM,,,,,,,standard,,,,,,,21.01143631712946,6608.3497021266185,0.8938170361828998,,COMPLETE
286,,2025-05-04 05:05:57.351290,2025-05-04 05:05:57.435249,0 days 00:00:00.083959,,,,,,lasso,,,,,0.000677585553628224,0.694853504361488,0.2461245110893421,5.0,1000.0,132.0,LightGBM,,,,,,,standard,,,,,,,,,,"Input X contains NaN.
Lasso does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",PRUNED
287,92.34374000961535,2025-05-04 05:05:57.440353,2025-05-04 05:06:42.710829,0 days 00:00:45.270476,,,,,,none,,,,,,0.6853639423512193,0.24524760216352173,13.0,947.0,134.0,LightGBM,,,,,,,robust,,,,,,,21.673860522134667,8527.366318963434,0.8629822769502847,,COMPLETE
288,88.09416907951429,2025-05-04 05:05:57.577440,2025-05-04 05:06:35.395016,0 days 00:00:37.817576,,,,,,none,,,,,,0.5654742620311358,0.05203070470663779,12.0,949.0,133.0,LightGBM,,,,,,,robust,,,,,,,21.68589974206642,7760.582625810051,0.8753029574250857,,COMPLETE
289,90.7001584426788,2025-05-04 05:05:57.796407,2025-05-04 05:06:52.635773,0 days 00:00:54.839366,,,,,,none,,,,,,0.7452235817334251,0.24370285816087248,13.0,947.0,136.0,LightGBM,,,,,,,standard,,,,,,,21.978801269550466,8226.518741527037,0.8678162958611046,,COMPLETE
290,84.0657398430818,2025-05-04 05:05:58.268893,2025-05-04 05:06:11.675400,0 days 00:00:13.406507,,,,,,none,,,,,,0.7218457273670936,0.09208292151819276,5.0,945.0,134.0,LightGBM,,,,,,,robust,,,,,,,21.358193976140768,7067.04861536471,0.8864466619892294,,COMPLETE
